iB,TC,chr,phase,dali11,dali22,dapi11,lethality
iB_15034,TC032529,LG9,III,40,,-1,Low
iB_15035,TC032548,LG3,III,30,,-1,Low
iB_15036,TC032562,LG3,III,20,,-1,Low
iB_15037,TC032569,LG3,III,30,,-1,Low
iB_15038,TC032571,LG3,III,30,,-1,Low
iB_15039,TC032575,LG3,III,30,,-1,Low
iB_15040,TC032602,LG3,III,40,,-1,Low
iB_15041,TC032623,LG3,III,60,,-1,Low
iB_15042,TC032629,LG3,III,30,,-1,Low
iB_15043,TC032631,LG3,III,60,,-1,Low
iB_15044,TC032638,LG3,III,70,,-1,Low
iB_15045,TC032641,LG3,III,30,,-1,Low
iB_15046,TC032670,LG3,III,40,,-1,Low
iB_15047,TC032680,LG3,III,20,,-1,Low
iB_15048,TC032684,LG3,III,70,,-1,Low
iB_15049,TC032687,LG3,III,50,,-1,Low
iB_15050,TC032697,LG3,III,40,,-1,Low
iB_15051,TC032701,LG3,III,50,,-1,Low
iB_15052,TC032702,LG3,III,50,,-1,Low
iB_15054,TC032720,LG4,III,60,,-1,Low
iB_15055,TC032722,LG4,III,70,,-1,Low
iB_15056,TC032727,LG4,III,60,,-1,Low
iB_15057,TC032742,LG4,III,20,,-1,Low
iB_15058,TC032774,LG4,III,60,,-1,Low
iB_15059,TC032778,LG4,III,60,,-1,Low
iB_15060,TC032782,LG4,III,40,,-1,Low
iB_15061,TC032808,LG4,III,50,,-1,Low
iB_15062,TC032816,LG4,III,100,,-1,Yes
iB_15063,TC032818,LG4,III,60,,-1,Low
iB_15064,TC032820,LG4,III,50,,-1,Low
iB_15065,TC032824,LG4,III,40,,-1,Low
iB_15066,TC032826,LG4,III,60,,-1,Low
iB_15067,TC032854,LG4,III,40,,-1,Low
iB_15068,TC032856,LG4,III,60,,-1,Low
iB_15069,TC032861,LG4,III,60,,-1,Low
iB_15070,TC032867,LG4,III,60,,-1,Low
iB_15071,TC032880,LG4,III,50,,-1,Low
iB_15072,TC032881,LG4,III,50,,-1,Low
iB_15073,TC032884,LG4,III,50,,-1,Low
iB_15074,TC032886,LG4,III,30,,-1,Low
iB_15075,TC032890,LG4,III,40,,-1,Low
iB_15076,TC032891,LG4,III,50,,-1,Low
iB_15077,TC032896,LG4,III,30,,-1,Low
iB_15078,TC032898,LG4,III,40,,-1,Low
iB_15079,TC032901,LG4,III,50,,-1,Low
iB_15080,TC032907,LG4,III,70,,-1,Low
iB_15081,TC032908,LG4,III,40,,-1,Low
iB_15082,TC032910,LG4,III,60,,-1,Low
iB_15083,TC032915,LG4,III,50,,-1,Low
iB_15084,TC032916,LG4,III,80,,-1,Low
iB_15085,TC032917,LG4,III,60,,-1,Low
iB_15086,TC032919,LG4,III,40,,-1,Low
iB_15087,TC032924,LG4,III,60,,-1,Low
iB_15088,TC032934,LG4,III,40,,-1,Low
iB_15089,TC032935,LG4,III,0,,-1,Low
iB_15090,TC032939,LG4,III,60,,-1,Low
iB_15091,TC032942,LG4,III,10,,-1,Low
iB_15092,TC032948,LG4,III,40,,-1,Low
iB_15093,TC032998,LG5,III,50,,-1,Low
iB_15094,TC032999,LG5,III,40,,-1,Low
iB_15095,TC033001,LG5,III,60,,-1,Low
iB_15096,TC033003,LG5,III,60,,-1,Low
iB_15097,TC033013,LG5,III,20,,-1,Low
iB_15098,TC033033,LG5,III,60,,-1,Low
iB_15099,TC033038,LG5,III,40,,-1,Low
iB_15100,TC033039,LG5,III,20,,-1,Low
iB_15101,TC033043,LG5,III,60,,-1,Low
iB_15102,TC033045,LG5,III,40,,-1,Low
iB_15103,TC033054,LG5,III,40,,-1,Low
iB_15104,TC033067,LG5,III,40,,-1,Low
iB_15105,TC033068,LG5,III,50,,-1,Low
iB_15106,TC033087,LG5,III,40,,-1,Low
iB_15107,TC033091,LG5,III,60,,-1,Low
iB_15108,TC033099,LG5,III,10,,-1,Low
iB_15109,TC033112,LG5,III,40,,-1,Low
iB_15110,TC033116,LG5,III,70,,-1,Low
iB_15111,TC033118,LG5,III,50,,-1,Low
iB_15112,TC033138,LG5,III,70,,-1,Low
iB_15113,TC033144,LG5,III,40,,-1,Low
iB_15114,TC033145,LG5,III,60,,-1,Low
iB_15115,TC033154,LG5,III,70,,-1,Low
iB_15116,TC033156,LG5,III,40,,-1,Low
iB_15117,TC033157,LG5,III,50,,-1,Low
iB_15118,TC033163,LG5,III,40,,-1,Low
iB_15119,TC033166,LG5,III,70,,-1,Low
iB_15120,TC033168,LG5,III,50,,-1,Low
iB_15121,TC033172,LG5,III,30,,-1,Low
iB_15122,TC033178,LG5,III,50,,-1,Low
iB_15123,TC033190,LG5,III,70,,-1,Low
iB_15124,TC033209,LG5,III,30,,30,Low
iB_15125,TC033219,LG5,III,50,,70,Low
iB_15126,TC033236,LG5,III,70,,50,Low
iB_15127,TC033260,LG5,III,30,,40,Low
iB_15128,TC033262,LG5,III,70,,30,Low
iB_15129,TC033274,LG5,III,50,,40,Low
iB_15133,TC033337,LG8,III,30,,70,Low
iB_15134,TC033355,LG6,III,40,,20,Low
iB_15135,TC033356,LG6,III,30,,30,Low
iB_15136,TC033371,LG6,III,60,,30,Low
iB_15137,TC033381,LG6,III,40,,30,Low
iB_15138,TC033395,LG6,III,60,,40,Low
iB_15139,TC033404,LG6,III,20,,30,Low
iB_15140,TC033420,LG6,III,60,,60,Low
iB_15141,TC033428,LG6,III,30,,0,Low
iB_15142,TC033433,LG6,III,60,,30,Low
iB_15143,TC033436,LG6,III,30,,0,Low
iB_15144,TC033456,LG6,III,30,,30,Low
iB_15145,TC033457,LG6,III,60,,40,Low
iB_15146,TC033461,LG6,III,40,,10,Low
iB_15147,TC033462,LG6,III,60,,40,Low
iB_15151,TC033508,LG7,III,30,,30,Low
iB_15152,TC033518,LG7,III,40,,50,Low
iB_15153,TC033524,LG7,III,40,,50,Low
iB_15154,TC033537,LG7,III,30,,30,Low
iB_15155,TC033540,LG7,III,50,,40,Low
iB_15156,TC033541,LG7,III,60,,50,Low
iB_15157,TC033544,LG7,III,40,,20,Low
iB_15158,TC033545,LG7,III,50,,10,Low
iB_15159,TC033547,LG7,III,10,,10,Low
iB_15160,TC033548,LG7,III,60,,50,Low
iB_15161,TC033549,LG7,III,50,,30,Low
iB_15162,TC033551,LG7,III,80,,30,Low
iB_15163,TC033561,LG7,III,40,,40,Low
iB_15164,TC033566,LG7,III,20,,50,Low
iB_15165,TC033572,LG7,III,40,,50,Low
iB_15166,TC033573,LG7,III,50,,60,Low
iB_15167,TC033598,LG7,III,40,,60,Low
iB_15168,TC033606,LG7,III,80,,30,Low
iB_15169,TC033618,LG7,III,60,,40,Low
iB_15170,TC033619,LG7,III,40,,40,Low
iB_15171,TC033621,LG7,III,100,,40,Yes
iB_15172,TC033625,LG7,III,50,,60,Low
iB_15173,TC033627,LG7,III,20,,40,Low
iB_15174,TC033652,LG7,III,30,,30,Low
iB_15175,TC033669,LG7,III,10,,30,Low
iB_15176,TC033674,LG7,III,90,,40,High
iB_15177,TC033688,LG7,III,40,,40,Low
iB_15178,TC033692,LG7,III,50,,50,Low
iB_15179,TC033697,LG7,III,60,,40,Low
iB_15180,TC033702,LG7,III,20,,20,Low
iB_15181,TC033706,LG7,III,30,,20,Low
iB_15182,TC033707,LG7,III,60,,50,Low
iB_15183,TC033718,LG7,III,80,,10,Low
iB_15184,TC033723,LG7,III,50,,20,Low
iB_15185,TC033727,LG7,III,80,,50,Low
iB_15186,TC033735,LG7,III,40,,10,Low
iB_15187,TC033737,LG7,III,50,,40,Low
iB_15188,TC033743,LG7,III,50,,30,Low
iB_15189,TC033754,LG7,III,40,,30,Low
iB_15190,TC033758,LG7,III,30,,40,Low
iB_15191,TC033764,LG7,III,20,,40,Low
iB_15192,TC033766,LG7,III,30,,40,Low
iB_15193,TC033767,LG7,III,20,,60,Low
iB_15194,TC033773,LG7,III,40,,20,Low
iB_15195,TC033774,LG7,III,20,,0,Low
iB_15196,TC033780,LG7,III,30,,20,Low
iB_15197,TC033781,LG7,III,50,,40,Low
iB_15198,TC033782,LG7,III,10,,10,Low
iB_15199,TC033786,LG7,III,10,,10,Low
iB_15200,TC033788,LG7,III,50,,20,Low
iB_15201,TC033789,LG7,III,40,,20,Low
iB_15202,TC033795,LG7,III,30,,80,Low
iB_15203,TC033803,LG7,III,0,,10,Low
iB_15204,TC033806,LG7,III,20,,10,Low
iB_15205,TC033808,LG7,III,20,,50,Low
iB_15206,TC033809,LG7,III,10,,60,Low
iB_15207,TC033811,LG7,III,20,,30,Low
iB_15208,TC033812,LG7,III,50,,20,Low
iB_15209,TC033815,LG7,III,20,,30,Low
iB_15210,TC033823,LG7,III,60,,70,Low
iB_15211,TC033824,LG7,III,50,,30,Low
iB_15212,TC033826,LG7,III,80,,40,Low
iB_15213,TC033828,LG7,III,30,,30,Low
iB_15214,TC033842,LG7,III,40,,20,Low
iB_15215,TC033848,LG7,III,10,,30,Low
iB_15216,TC033849,LG7,III,20,,-1,Low
iB_15217,TC033850,LG7,III,50,,-1,Low
iB_15218,TC033852,LG7,III,70,,-1,Low
iB_15219,TC033853,LG7,III,20,,-1,Low
iB_15220,TC033861,LG7,III,70,,-1,Low
iB_15221,TC033862,LG7,III,40,,40,Low
iB_15222,TC033863,LG7,III,50,,0,Low
iB_15223,TC033876,LG7,III,40,,30,Low
iB_15224,TC033881,LG7,III,70,,20,Low
iB_15225,TC033888,LG7,III,30,,-1,Low
iB_15229,TC033925,LG8,III,20,,30,Low
iB_15230,TC033932,LG8,III,40,,20,Low
iB_15231,TC033936,LG8,III,20,,50,Low
iB_15232,TC033938,LG8,III,30,,-1,Low
iB_15233,TC033939,LG8,III,40,,-1,Low
iB_15234,TC033942,LG8,III,40,,-1,Low
iB_15235,TC033945,LG8,III,30,,-1,Low
iB_15236,TC033946,LG8,III,20,,30,Low
iB_15237,TC033947,LG8,III,20,,40,Low
iB_15238,TC033948,LG8,III,30,,40,Low
iB_15239,TC033949,LG8,III,60,,10,Low
iB_15240,TC033956,LG8,III,60,,-1,Low
iB_15241,TC033962,LG8,III,50,,-1,Low
iB_15242,TC033965,LG8,III,40,,-1,Low
iB_15243,TC033966,LG8,III,50,,-1,Low
iB_15244,TC033967,LG8,III,50,,20,Low
iB_15245,TC033969,LG8,III,20,,10,Low
iB_15246,TC033979,LG8,III,20,,10,Low
iB_15247,TC033988,LG8,III,30,,-1,Low
iB_15248,TC033989,LG8,III,50,,-1,Low
iB_15249,TC033991,LG8,III,20,,-1,Low
iB_15250,TC033992,LG8,III,30,,-1,Low
iB_15251,TC033997,LG8,III,20,,60,Low
iB_15252,TC033999,LG8,III,30,,40,Low
iB_15253,TC034000,LG8,III,50,,20,Low
iB_15254,TC034005,LG8,III,40,,0,Low
iB_15255,TC034008,LG8,III,50,,-1,Low
iB_15256,TC034014,LG8,III,20,,-1,Low
iB_15257,TC034018,LG8,III,40,,-1,Low
iB_15258,TC034032,LG8,III,20,,-1,Low
iB_15259,TC034037,LG8,III,40,,20,Low
iB_15260,TC034043,LG8,III,10,,10,Low
iB_15261,TC034054,LG8,III,20,,20,Low
iB_15262,TC034057,LG8,III,30,,0,Low
iB_15263,TC034058,LG8,III,50,,-1,Low
iB_15264,TC034059,LG8,III,30,,-1,Low
iB_15265,TC034062,LG8,III,20,,-1,Low
iB_15266,TC034064,LG8,III,20,,20,Low
iB_15267,TC034065,LG8,III,60,,30,Low
iB_15268,TC034066,LG8,III,60,,30,Low
iB_15269,TC034067,LG8,III,70,,0,Low
iB_15270,TC034068,LG8,III,70,,-1,Low
iB_15271,TC034069,LG8,III,50,,-1,Low
iB_15272,TC034070,LG8,III,50,,-1,Low
iB_15273,TC034071,LG8,III,70,,-1,Low
iB_15274,TC034073,LG8,III,50,,10,Low
iB_15275,TC034090,LG8,III,50,,20,Low
iB_15276,TC034097,LG8,III,50,,40,Low
iB_15277,TC034101,LG8,III,60,,10,Low
iB_15278,TC034113,LG8,III,40,,-1,Low
iB_15279,TC034114,LG8,III,70,,-1,Low
iB_15280,TC034115,LG8,III,60,,-1,Low
iB_15281,TC034120,LG8,III,50,,-1,Low
iB_15282,TC034128,LG8,III,70,,40,Low
iB_15283,TC034129,LG8,III,40,,40,Low
iB_15284,TC034134,LG8,III,60,,20,Low
iB_15285,TC034148,LG8,III,80,,40,Low
iB_15286,TC034149,LG8,III,40,,-1,Low
iB_15287,TC034164,LG8,III,60,,-1,Low
iB_15288,TC034174,LG8,III,40,,-1,Low
iB_15289,TC034196,LG8,III,80,,-1,Low
iB_15292,TC034214,LGX,III,80,,0,Low
iB_15293,TC034219,LGX,III,50,,-1,Low
iB_15294,TC034223,LG9,III,50,,-1,Low
iB_15295,TC034245,LG9,III,20,,-1,Low
iB_15296,TC034267,LG9,III,50,,-1,Low
iB_15297,TC034268,LG9,III,30,,0,Low
iB_15298,TC034324,LG9,III,70,,0,Low
iB_15299,TC034327,LG9,III,50,,20,Low
iB_15300,TC034330,LG9,III,80,,0,Low
iB_15301,TC034366,LG9,III,50,,-1,Low
iB_15302,TC034368,LG9,III,80,,-1,Low
iB_15303,TC034372,LG9,III,70,,-1,Low
iB_15304,TC034384,LG9,III,60,,60,Low
iB_15305,TC034386,LG9,III,40,,10,Low
iB_15306,TC034387,LG9,III,50,,50,Low
iB_15307,TC034388,LG9,III,20,,20,Low
iB_15308,TC034389,LG9,III,30,,-1,Low
iB_15309,TC034390,LG9,III,50,,-1,Low
iB_15310,TC034391,LG9,III,40,,-1,Low
iB_15311,TC034402,LG9,III,50,,50,Low
iB_15312,TC034406,LG9,III,40,,30,Low
iB_15313,TC034415,LG9,III,50,,20,Low
iB_15314,TC034450,LG9,III,50,,60,Low
iB_15315,TC034454,LG9,III,40,,30,Low
iB_15316,TC034466,LG9,III,70,,40,Low
iB_15317,TC034468,LG9,III,60,,-1,Low
iB_15318,TC034471,LG9,III,30,,-1,Low
iB_15319,TC034474,LG9,III,50,,20,Low
iB_15320,TC034476,LG9,III,30,,50,Low
iB_15321,TC034480,LG9,III,70,,30,Low
iB_15322,TC034484,LG9,III,50,,10,Low
iB_15323,TC034517,LGX,III,10,,10,Low
iB_15324,TC034538,LG2,III,30,,-1,Low
iB_15325,TC034540,LG2,III,50,,-1,Low
iB_15326,TC034541,LG2,III,20,,40,Low
iB_15327,TC034551,LG2,III,20,,30,Low
iB_15328,TC034553,LG2,III,40,,50,Low
iB_15329,TC034555,LG2,III,40,,20,Low
iB_15330,TC034556,LG2,III,40,,20,Low
iB_15331,TC034562,LG2,III,50,,40,Low
iB_15332,TC034569,LG2,III,50,,-1,Low
iB_15333,TC034572,LG3,III,30,,-1,Low
iB_15334,TC034575,LG3,III,30,,20,Low
iB_15335,TC034576,LG3,III,30,,30,Low
iB_15336,TC034581,LG3,III,80,,30,Low
iB_15337,TC034584,LG3,III,60,,20,Low
iB_15338,TC034594,LG3,III,20,,70,Low
iB_15339,TC034597,LG3,III,40,,-1,Low
iB_15340,TC034600,LG3,III,40,,-1,Low
iB_15341,TC034604,LG3,III,30,,60,Low
iB_15342,TC034611,LG3,III,30,,20,Low
iB_15343,TC034621,LG3,III,50,,80,Low
iB_15344,TC034644,LG4,III,30,,30,Low
iB_15345,TC034646,LG4,III,30,,20,Low
iB_15346,TC034650,LG4,III,20,,40,Low
iB_15347,TC034658,LG4,III,30,,-1,Low
iB_15348,TC034659,LG4,III,50,,-1,Low
iB_15349,TC034660,LG4,III,20,,-1,Low
iB_15350,TC034664,LG4,III,60,,10,Low
iB_15351,TC034667,LG4,III,0,,70,Low
iB_15352,TC034668,LG4,III,20,,30,Low
iB_15353,TC034672,LG4,III,0,,30,Low
iB_15354,TC034673,LG4,III,40,,20,Low
iB_15355,TC034681,LG5,III,60,,-1,Low
iB_15356,TC034683,LG5,III,60,,20,Low
iB_15357,TC034688,LG5,III,20,,10,Low
iB_15358,TC034690,LG5,III,20,,40,Low
iB_15359,TC034691,LG5,III,40,,0,Low
iB_15360,TC034692,LG5,III,40,,20,Low
iB_15361,TC034699,LG5,III,40,,30,Low
iB_15362,TC034700,LG5,III,50,,-1,Low
iB_15363,TC034706,LG5,III,30,,-1,Low
iB_15364,TC034707,LG5,III,30,,0,Low
iB_15365,TC034715,LG6,III,50,,10,Low
iB_15366,TC034718,LG6,III,30,,20,Low
iB_15367,TC034730,LG6,III,30,,30,Low
iB_15368,TC034737,LG6,III,30,,40,Low
iB_15369,TC034746,LG6,III,30,,40,Low
iB_15370,TC034749,LG6,III,20,,-1,Low
iB_15371,TC034753,LG7,III,50,,-1,Low
iB_15372,TC034755,LG7,III,20,,40,Low
iB_15373,TC034756,LG7,III,50,,20,Low
iB_15374,TC034760,LG7,III,40,,10,Low
iB_15375,TC034770,LG7,III,60,,10,Low
iB_15376,TC034775,LG7,III,10,,20,Low
iB_15377,TC034778,LG7,III,20,,60,Low
iB_15378,TC034792,LG7,III,60,,-1,Low
iB_15379,TC034800,LG7,III,40,,-1,Low
iB_15380,TC034805,LG7,III,50,,-1,Low
iB_15381,TC034807,LG7,III,60,,40,Low
iB_15382,TC034810,LG7,III,0,,20,Low
iB_15383,TC034814,LG7,III,50,,40,Low
iB_15384,TC034820,LG8,III,30,,40,Low
iB_15385,TC034821,LG8,III,70,,-1,Low
iB_15386,TC034823,LG8,III,80,,-1,Low
iB_15387,TC034836,LG8,III,70,,0,Low
iB_15388,TC034841,LG8,III,60,,30,Low
iB_15389,TC034849,LG8,III,40,,60,Low
iB_15390,TC034851,LG8,III,20,,50,Low
iB_15391,TC034860,LG9,III,50,,70,Low
iB_15392,TC034876,LG9,III,30,,30,Low
iB_15393,TC034878,LG9,III,50,,-1,Low
iB_15394,TC034890,LG9,III,40,,20,Low
iB_15395,TC034894,LG9,III,60,,20,Low
iB_15396,TC034899,LG10,III,70,,20,Low
iB_15397,TC034902,LG10,III,60,,10,Low
iB_15398,TC034904,LG10,III,40,,40,Low
iB_15421,TC035049,LG7,III,50,,30,Low
iB_15422,TC035052,LG6,III,50,,50,Low
iB_15424,TC009703,LG7,III,0,,40,Low
iB_15427,TC030567,LG5,III,70,,10,Low
iB_15430,TC032267,LG2,III,70,,40,Low
iB_15435,TC012138,LG9,III,20,,40,Low
iB_15436,TC012776,LG9,III,80,,20,Low
iB_15437,TC008591,LG2,III,50,,30,Low
iB_15439,TC034853,LG9,III,60,,40,Low
iB_15442,TC007241,LG4,III,80,,20,Low
iB_15446,TC007240,LG4,III,50,,-1,Low
iB_15447,TC001176,LG2,III,50,,-1,Low
iB_15449,TC034739,LG6,III,40,,30,Low
iB_15450,TC008207,LG4,III,50,,40,Low
iB_15453,TC030773,LG5,III,90,,-1,High
iB_15454,TC033661,LG7,III,70,,-1,Low
iB_15455,TC034785,LG7,III,70,,-1,Low
iB_15457,TC006107,LG8,III,90,,0,High
iB_15458,TC007238,LG4,III,70,,-1,Low
iB_15459,TC033528,LG7,III,90,,-1,High
iB_15461,TC031177,LG7,III,80,,-1,Low
iB_15462,TC033055,LG5,III,60,,-1,Low
iB_15463,TC004988,LG2,III,90,,-1,High
iB_15464,TC033347,LG8,III,60,,0,Low
iB_15465,TC033664,LG7,III,50,,20,Low
iB_15466,TC000791,LG2,III,50,,-1,Low
iB_15467,TC000227,LG2,III,80,,-1,Low
iB_15468,TC033527,LG7,III,80,,-1,Low
iB_15470,TC032857,LG4,III,50,,-1,Low
iB_15471,TC034602,LG3,III,80,,10,Low
iB_15472,TC033578,LG7,III,70,,20,Low
iB_15473,TC034758,LG7,III,20,,-1,Low
iB_15474,TC033089,LG5,III,30,,-1,Low
iB_15475,TC034872,LG9,III,70,,-1,Low
iB_15476,TC007783,LG4,III,60,,-1,Low
iB_15477,TC033526,LG7,III,60,,-1,Low
iB_15478,TC031429,LG10,III,40,,-1,Low
iB_15479,TC034165,LG8,III,60,,0,Low
iB_15480,TC014070,LG5,III,60,,20,Low
iB_15481,TC003380,LG3,III,60,,-1,Low
iB_15482,TC030990,LG2,III,40,,-1,Low
iB_15483,TC033273,LG5,III,30,,-1,Low
iB_15484,TC005958,LG8,III,10,,-1,Low
iB_15485,TC034526,LGX,III,20,,-1,Low
iB_15486,TC031991,LG2,III,40,,-1,Low
iB_15487,TC002840,LG3,III,50,,0,Low
iB_15488,TC033062,LG5,III,20,,-1,Low
iB_15489,TC002180,LG8,III,70,,-1,Low
iB_15490,TC032467,LG3,III,20,,-1,Low
iB_15491,TC034523,LGX,III,60,,-1,Low
iB_15492,TC032591,LG3,III,50,,-1,Low
iB_15493,TC032672,LG3,III,30,,-1,Low
iB_15494,TC006277,LG8,III,70,,20,Low
iB_15495,TC012562,LG9,III,50,,10,Low
iB_15496,TC013597,LGX,III,20,,-1,Low
iB_15497,TC034147,LG8,III,50,,-1,Low
iB_15498,TC003440,LG3,III,60,,-1,Low
iB_15499,TC009953,LG7,III,40,,-1,Low
iB_15500,TC007513,LG4,III,60,,-1,Low
iB_15501,TC015166,LG6,III,40,,-1,Low
iB_15503,TC005766,LG8,III,40,,10,Low
iB_15504,TC007493,LG4,III,80,,-1,Low
iB_15505,TC032373,LG3,III,60,,-1,Low
iB_15506,TC032791,LG4,III,60,,-1,Low
iB_15507,TC012372,LG9,III,70,,-1,Low
iB_15508,TC004750,LGX,III,60,,-1,Low
iB_15509,TC033239,LG5,III,30,,-1,Low
iB_15510,TC002964,LG3,III,50,,10,Low
iB_15511,TC034286,LG9,III,70,,20,Low
iB_15512,TC031456,LG10,III,40,,-1,Low
iB_15513,TC032409,LG3,III,10,,-1,Low
iB_15514,TC032377,LG3,III,30,,-1,Low
iB_15516,TC003982,LG3,III,40,,-1,Low
iB_15517,TC011814,LG9,III,50,,50,Low
iB_15518,TC004272,LG7,III,10,,30,Low
iB_15519,TC032661,LG3,III,40,,-1,Low
iB_15520,TC032514,LG3,III,30,,-1,Low
iB_15521,TC015421,LG6,III,10,,-1,Low
iB_15522,TC034304,LG9,III,20,,-1,Low
iB_15523,TC000139,LG3,III,40,,-1,Low
iB_15524,TC034568,LG2,III,40,,-1,Low
iB_15525,TC031985,LG2,III,70,,50,Low
iB_15526,TC034221,LGX,III,60,,-1,Low
iB_15527,TC034285,LG9,III,20,,-1,Low
iB_15528,TC032900,LG4,III,80,,-1,Low
iB_15529,TC032009,LG2,III,50,,-1,Low
iB_15530,TC007983,LG4,III,50,,-1,Low
iB_15531,TC000135,LG3,III,40,,-1,Low
iB_15532,TC032164,LG2,III,40,,50,Low
iB_15533,TC005881,LG8,III,70,,60,Low
iB_15534,TC007614,LG4,III,40,,10,Low
iB_15535,TC013333,LG5,III,70,,10,Low
iB_15536,TC034124,LG8,III,50,,10,Low
iB_15537,TC034152,LG8,III,40,,30,Low
iB_15540,TC001602,LGX,III,30,,20,Low
iB_15542,TC033860,LG7,III,80,,10,Low
iB_15544,TC001221,LG2,III,60,,40,Low
iB_15546,TC015196,LG6,III,50,,30,Low
iB_15547,TC034511,LG6,III,60,,0,Low
iB_15550,TC034710,LG5,III,50,,40,Low
iB_15551,TC033557,LG7,III,70,,60,Low
iB_15552,TC031440,LG10,III,50,,20,Low
iB_15554,TC001168,LG2,III,60,,20,Low
iB_15555,TC005671,LG8,III,60,,40,Low
iB_15556,TC034034,LG8,III,30,,10,Low
iB_15557,TC031047,LG3,III,40,,70,Low
iB_15558,TC008248,LG4,III,50,,20,Low
iB_15559,TC034638,LG3,III,40,,10,Low
iB_15560,TC015489,LG6,III,50,,30,Low
iB_15561,TC005619,LG8,III,40,,20,Low
iB_15562,TC007085,LG4,III,30,,30,Low
iB_15563,TC000370,LG2,III,60,,10,Low
iB_15564,TC006645,LG8,III,50,,20,Low
iB_15565,TC015097,LG6,III,40,,40,Low
iB_15566,TC034328,LG9,III,40,,30,Low
iB_15567,TC033353,LG6,III,40,,40,Low
iB_15568,TC032564,LG3,III,90,,20,High
iB_15572,TC031069,LG3,III,50,,80,Low
iB_15574,TC000435,LG2,III,40,,20,Low
iB_15575,TC015012,LG6,III,60,,10,Low
iB_15576,TC032669,LG3,III,70,,10,Low
iB_15577,TC034888,LG9,III,60,,20,Low
iB_15578,TC032445,LG3,III,80,,60,Low
iB_15579,TC004528,LG2,III,90,,10,High
iB_15580,TC002856,LG3,III,80,,60,Low
iB_15582,TC032173,LG2,III,60,,20,Low
iB_15583,TC033396,LG6,III,40,,20,Low
iB_15584,TC032199,LG2,III,50,,20,Low
iB_15585,TC014906,LG6,III,40,,20,Low
iB_15586,TC003939,LG3,III,60,,70,Low
iB_15588,TC011876,LG9,III,50,,30,Low
iB_15589,TC007084,LG4,III,60,,10,Low
iB_15590,TC032123,LG2,III,20,,30,Low
iB_15592,TC006279,LG8,III,80,,50,Low
iB_15593,TC013373,LG5,III,70,,20,Low
iB_15594,TC001133,LG2,III,60,,40,Low
iB_15597,TC002222,LG8,III,40,,30,Low
iB_15598,TC014628,LG5,III,50,,0,Low
iB_15599,TC033357,LG6,III,30,,30,Low
iB_15600,TC007704,LG4,III,50,,30,Low
iB_15601,TC034157,LG8,III,60,,40,Low
iB_15604,TC034893,LG9,III,50,,10,Low
iB_15605,TC031996,LG2,III,40,,0,Low
iB_15606,TC031534,LGX,III,70,,50,Low
iB_15607,TC034724,LG6,III,60,,20,Low
iB_15608,TC033560,LG7,III,60,,10,Low
iB_15609,TC003617,LG3,III,40,,60,Low
iB_15610,TC012550,LG9,III,40,,10,Low
iB_15611,TC031273,LG8,III,70,,20,Low
iB_15612,TC032025,LG2,III,90,,-1,High
iB_15613,TC034839,LG8,III,60,,20,Low
iB_15615,TC031510,LGX,III,60,,30,Low
iB_15617,TC031940,LG10,III,70,,40,Low
iB_15619,TC034314,LG9,III,60,,40,Low
iB_15620,TC010984,LG9,III,60,,60,Low
iB_15621,TC034438,LG9,III,20,,20,Low
iB_15622,TC032812,LG4,III,50,,50,Low
iB_15623,TC034548,LG2,III,50,,20,Low
iB_15624,TC033986,LG8,III,60,,40,Low
iB_15625,TC032864,LG4,III,50,,0,Low
iB_15626,TC013964,LG5,III,90,,20,High
iB_15627,TC032766,LG4,III,70,,30,Low
iB_15628,TC032994,LG5,III,90,,30,High
iB_15631,TC034862,LG9,III,80,,20,Low
iB_15632,TC002615,LG3,III,50,,40,Low
iB_15633,TC034765,LG7,III,60,,0,Low
iB_15634,TC032167,LG2,III,60,,40,Low
iB_15636,TC014751,LG5,III,50,,20,Low
iB_15638,TC014914,LG6,III,50,,30,Low
iB_15639,TC011074,LG10,III,30,,10,Low
iB_15640,TC032515,LG3,III,50,,50,Low
iB_15641,TC032259,LG2,III,60,,-1,Low
iB_15642,TC033111,LG5,III,50,,30,Low
iB_15644,TC033080,LG5,III,70,,10,Low
iB_15645,TC033189,LG5,III,40,,50,Low
iB_15646,TC034192,LG8,III,80,,30,Low
iB_15647,TC007803,LG4,III,40,,30,Low
iB_15648,TC034226,LG9,III,40,,20,Low
iB_15649,TC033229,LG5,III,80,,-1,Low
iB_15651,TC032718,LG4,III,70,,20,Low
iB_15652,TC034881,LG9,III,20,,50,Low
iB_15654,TC032928,LG4,III,70,,10,Low
iB_15655,TC013077,LG5,III,40,,30,Low
iB_15656,TC013257,LG5,III,30,,60,Low
iB_15657,TC032615,LG3,III,30,,10,Low
iB_15658,TC013502,LG5,III,50,,20,Low
iB_15659,TC034417,LG9,III,60,,40,Low
iB_15660,TC034078,LG8,III,40,,10,Low
iB_15661,TC033124,LG5,III,80,,10,Low
iB_15662,TC034213,LGX,III,80,,20,Low
iB_15663,TC034220,LGX,III,50,,20,Low
iB_15664,TC008442,LG4,III,80,,10,Low
iB_15665,TC032213,LG2,III,70,,50,Low
iB_15666,TC034398,LG9,III,20,,20,Low
iB_15667,TC033084,LG5,III,60,,20,Low
iB_15669,TC010800,LGX,III,50,,40,Low
iB_15671,TC001684,LGX,III,50,,30,Low
