iB,TC,chr,phase,dali11,dali22,dapi11,lethality
iB_14363,TC010024,LG7,III,30,,20,Low
iB_14364,TC010065,LG7,III,50,,50,Low
iB_14365,TC010105,LG7,III,50,,30,Low
iB_14366,TC010151,LG7,III,40,,10,Low
iB_14367,TC010173,LG7,III,60,,50,Low
iB_14368,TC010175,LG7,III,70,,40,Low
iB_14369,TC010219,LG7,III,70,,30,Low
iB_14377,TC010325,LG3,III,60,,20,Low
iB_14378,TC010340,LG3,III,30,,20,Low
iB_14379,TC010365,LG3,III,40,,30,Low
iB_14380,TC010409,LG5,III,20,,50,Low
iB_14381,TC010416,LG5,III,20,,0,Low
iB_14382,TC010430,LG5,III,30,,10,Low
iB_14383,TC010441,LG5,III,30,,20,Low
iB_14384,TC010456,LG5,III,70,,40,Low
iB_14385,TC010462,LG5,III,60,,20,Low
iB_14389,TC010497,LG3,III,30,,40,Low
iB_14390,TC010499,LG3,III,40,,0,Low
iB_14391,TC010513,LG3,III,50,,10,Low
iB_14392,TC010529,LG3,III,50,,30,Low
iB_14393,TC010541,LG3,III,50,,10,Low
iB_14394,TC010544,LG3,III,40,,20,Low
iB_14395,TC010546,LG3,III,40,,30,Low
iB_14396,TC010551,LG3,III,50,,20,Low
iB_14397,TC010589,LG7,III,100,,30,Yes
iB_14398,TC010598,LG7,III,40,,10,Low
iB_14406,TC010790,LGX,III,60,,30,Low
iB_14407,TC010819,LGX,III,40,,20,Low
iB_14408,TC010843,LGX,III,50,,20,Low
iB_14409,TC010887,LGX,III,40,,30,Low
iB_14410,TC010943,LG5,III,40,,40,Low
iB_14411,TC010946,LG5,III,20,,30,Low
iB_14412,TC010954,LG5,III,60,,0,Low
iB_14413,TC010957,LG5,III,30,,10,Low
iB_14414,TC010979,LG9,III,50,,10,Low
iB_14415,TC010985,LG9,III,30,,20,Low
iB_14416,TC011018,LG10,III,40,,30,Low
iB_14417,TC011020,LG10,III,30,,30,Low
iB_14420,TC011199,LG3,III,50,,20,Low
iB_14421,TC011213,LG10,III,50,,30,Low
iB_14422,TC011221,LG10,III,20,,40,Low
iB_14423,TC011266,LG10,III,40,,10,Low
iB_14424,TC011303,LG3,III,80,,40,Low
iB_14425,TC011308,LG10,III,50,,40,Low
iB_14426,TC011331,LG10,III,20,,30,Low
iB_14427,TC011332,LG10,III,80,,0,Low
iB_14428,TC011432,LG10,III,50,,0,Low
iB_14429,TC011434,LG10,III,20,,20,Low
iB_14430,TC011442,LG10,III,50,,30,Low
iB_14431,TC011443,LG10,III,50,,30,Low
iB_14432,TC011444,LG10,III,40,,30,Low
iB_14433,TC011445,LG10,III,60,,10,Low
iB_14434,TC011481,LG10,III,80,,10,Low
iB_14437,TC011509,LG3,III,70,,30,Low
iB_14443,TC011602,LG9,III,40,,10,Low
iB_14444,TC011617,LG9,III,40,,20,Low
iB_14445,TC011622,LG9,III,30,,30,Low
iB_14446,TC011623,LG9,III,70,,10,Low
iB_14447,TC011627,LG9,III,40,,30,Low
iB_14448,TC011659,LG9,III,70,,0,Low
iB_14449,TC011663,LG9,III,40,,10,Low
iB_14450,TC011664,LG9,III,50,,40,Low
iB_14451,TC011684,LG9,III,50,,10,Low
iB_14452,TC011688,LG9,III,50,,10,Low
iB_14453,TC011707,LG9,III,70,,70,Low
iB_14454,TC011719,LG9,III,50,,10,Low
iB_14455,TC011740,LG9,III,50,,20,Low
iB_14456,TC011750,LG9,III,40,,10,Low
iB_14457,TC011761,LG9,III,80,,20,Low
iB_14458,TC011783,LG9,III,50,,30,Low
iB_14459,TC011809,LG9,III,50,,0,Low
iB_14460,TC011813,LG9,III,30,,30,Low
iB_14461,TC011821,LG9,III,40,,30,Low
iB_14462,TC011846,LG9,III,60,,0,Low
iB_14463,TC011852,LG9,III,40,,20,Low
iB_14464,TC011890,LG9,III,70,,0,Low
iB_14465,TC011903,LG9,III,60,,30,Low
iB_14466,TC011906,LG9,III,40,,50,Low
iB_14467,TC011916,LG9,III,60,,20,Low
iB_14468,TC011925,LG9,III,30,,10,Low
iB_14469,TC011941,LG9,III,60,,50,Low
iB_14470,TC011995,LG9,III,60,,30,Low
iB_14471,TC012036,LG9,III,70,,30,Low
iB_14472,TC012038,LG9,III,40,,20,Low
iB_14473,TC012040,LG9,III,70,,10,Low
iB_14474,TC012047,LG9,III,40,,20,Low
iB_14475,TC012057,LG9,III,40,,0,Low
iB_14476,TC012066,LG9,III,40,,30,Low
iB_14477,TC012092,LG9,III,50,,30,Low
iB_14478,TC012103,LG9,III,40,,40,Low
iB_14479,TC012159,LG9,III,60,,10,Low
iB_14480,TC012163,LG9,III,60,,-1,Low
iB_14481,TC012173,LG9,III,70,,-1,Low
iB_14482,TC012190,LG9,III,70,,-1,Low
iB_14483,TC012206,LG9,III,90,,30,High
iB_14484,TC012208,LG9,III,40,,30,Low
iB_14485,TC012217,LG9,III,90,,40,High
iB_14486,TC012223,LG9,III,50,,30,Low
iB_14487,TC012224,LG9,III,70,,50,Low
iB_14488,TC012324,LG9,III,70,,30,Low
iB_14489,TC012325,LG9,III,60,,-1,Low
iB_14490,TC012337,LG9,III,60,,-1,Low
iB_14491,TC012338,LG9,III,60,,20,Low
iB_14492,TC012370,LG9,III,70,,30,Low
iB_14493,TC012371,LG9,III,80,,20,Low
iB_14494,TC012409,LG9,III,50,,50,Low
iB_14495,TC012492,LG9,III,50,,30,Low
iB_14496,TC012525,LG9,III,40,,-1,Low
iB_14497,TC012556,LG9,III,70,,-1,Low
iB_14498,TC012564,LG9,III,70,,20,Low
iB_14499,TC012585,LG9,III,80,,40,Low
iB_14500,TC012620,LG9,III,80,,40,Low
iB_14501,TC012645,LG9,III,60,,50,Low
iB_14502,TC012663,LG9,III,100,,50,Yes
iB_14503,TC012669,LG9,III,50,,0,Low
iB_14504,TC012675,LG9,III,60,,-1,Low
iB_14505,TC012679,LG9,III,50,,-1,Low
iB_14506,TC012680,LG9,III,30,,60,Low
iB_14507,TC012681,LG9,III,40,,30,Low
iB_14508,TC012690,LG9,III,80,,20,Low
iB_14509,TC012707,LG9,III,90,,10,High
iB_14510,TC012721,LG9,III,50,,40,Low
iB_14511,TC012724,LG9,III,70,,-1,Low
iB_14512,TC012761,LG9,III,70,,-1,Low
iB_14513,TC012767,LG9,III,70,,50,Low
iB_14514,TC012774,LG9,III,70,,20,Low
iB_14515,TC012777,LG9,III,70,,30,Low
iB_14516,TC012820,LG9,III,30,,20,Low
iB_14517,TC012826,LG9,III,70,,10,Low
iB_14518,TC012831,LG9,III,70,,20,Low
iB_14519,TC012832,LG9,III,70,,-1,Low
iB_14520,TC012845,LG9,III,60,,-1,Low
iB_14522,TC012900,LG3,III,60,,50,Low
iB_14523,TC012915,LG2,III,40,,50,Low
iB_14524,TC012916,LG2,III,80,,30,Low
iB_14525,TC012923,LG2,III,80,,20,Low
iB_14526,TC012924,LG2,III,40,,20,Low
iB_14527,TC012928,LG2,III,20,,-1,Low
iB_14528,TC012932,LG2,III,40,,50,Low
iB_14529,TC012938,LG3,III,50,,20,Low
iB_14530,TC012949,LG10,III,70,,20,Low
iB_14534,TC012992,LG5,III,30,,-1,Low
iB_14535,TC012999,LG5,III,50,,-1,Low
iB_14536,TC013005,LG5,III,40,,20,Low
iB_14537,TC013022,LG5,III,50,,40,Low
iB_14538,TC013024,LG5,III,70,,40,Low
iB_14539,TC013025,LG5,III,30,,40,Low
iB_14540,TC013046,LG5,III,60,,10,Low
iB_14541,TC013053,LG5,III,70,,10,Low
iB_14542,TC013055,LG5,III,100,,-1,Yes
iB_14543,TC013059,LG5,III,60,,-1,Low
iB_14544,TC013062,LG5,III,50,,30,Low
iB_14545,TC013110,LG5,III,10,,20,Low
iB_14546,TC013148,LG5,III,50,,20,Low
iB_14547,TC013169,LG5,III,60,,10,Low
iB_14548,TC013183,LG5,III,30,,40,Low
iB_14549,TC013195,LG5,III,50,,30,Low
iB_14550,TC013201,LG5,III,100,,-1,Yes
iB_14551,TC013209,LG5,III,90,,-1,High
iB_14552,TC013211,LG5,III,30,,70,Low
iB_14553,TC013219,LG5,III,40,,20,Low
iB_14554,TC013224,LG5,III,60,,10,Low
iB_14555,TC013228,LG5,III,50,,40,Low
iB_14556,TC013232,LG5,III,60,,10,Low
iB_14557,TC013236,LG5,III,20,,-1,Low
iB_14558,TC013253,LG5,III,50,,-1,Low
iB_14559,TC013261,LG5,III,30,,70,Low
iB_14560,TC013271,LG7,III,40,,10,Low
iB_14561,TC013310,LG5,III,40,,10,Low
iB_14562,TC013316,LG5,III,60,,10,Low
iB_14563,TC013317,LG5,III,30,,20,Low
iB_14564,TC013325,LG5,III,60,,0,Low
iB_14565,TC013336,LG5,III,60,,-1,Low
iB_14566,TC013353,LG5,III,60,,30,Low
iB_14567,TC013364,LG5,III,10,,30,Low
iB_14568,TC013366,LG5,III,40,,20,Low
iB_14569,TC013379,LG5,III,60,,0,Low
iB_14570,TC013384,LG5,III,40,,40,Low
iB_14571,TC013386,LG5,III,40,,30,Low
iB_14572,TC013389,LG5,III,30,,50,Low
iB_14573,TC013392,LG5,III,50,,60,Low
iB_14574,TC013395,LG5,III,50,,20,Low
iB_14575,TC013412,LG5,III,40,,10,Low
iB_14576,TC013413,LG5,III,40,,20,Low
iB_14577,TC013423,LG5,III,60,,0,Low
iB_14578,TC013424,LG5,III,80,,37.5,Low
iB_14579,TC013434,LG5,III,50,,20,Low
iB_14580,TC013448,LG5,III,20,,10,Low
iB_14581,TC013466,LG5,III,40,,30,Low
iB_14582,TC013470,LG5,III,50,,20,Low
iB_14583,TC013496,LG5,III,20,,40,Low
iB_14584,TC013524,LG5,III,30,,0,Low
iB_14585,TC013525,LG5,III,60,,0,Low
iB_14586,TC013537,LG5,III,50,,20,Low
iB_14587,TC013556,LG5,III,20,,10,Low
iB_14588,TC013558,LG5,III,50,,40,Low
iB_14589,TC013577,LGX,III,70,,10,Low
iB_14590,TC013581,LGX,III,40,,60,Low
iB_14591,TC013588,LGX,III,50,,30,Low
iB_14592,TC013624,LGX,III,30,,0,Low
iB_14593,TC013636,LGX,III,60,,14.29,Low
iB_14594,TC013644,LG5,III,90,,30,High
iB_14595,TC013657,LG5,III,60,,20,Low
iB_14596,TC013658,LG5,III,70,,20,Low
iB_14597,TC013664,LG5,III,60,,40,Low
iB_14598,TC013671,LG5,III,70,,10,Low
iB_14599,TC013677,LG5,III,20,,30,Low
iB_14600,TC013705,LG5,III,40,,0,Low
iB_14601,TC013714,LG5,III,60,,0,Low
iB_14602,TC013757,LG5,III,50,,20,Low
iB_14603,TC013761,LG5,III,60,,30,Low
iB_14604,TC013763,LG5,III,60,,50,Low
iB_14605,TC013774,LG5,III,30,,20,Low
iB_14606,TC013840,LG5,III,40,,70,Low
iB_14607,TC013846,LG5,III,70,,0,Low
iB_14608,TC013864,LG5,III,70,,0,Low
iB_14609,TC013936,LG5,III,70,,40,Low
iB_14610,TC013941,LG5,III,80,,20,Low
iB_14611,TC013943,LG5,III,50,,10,Low
iB_14612,TC013958,LG5,III,70,,20,Low
iB_14613,TC013973,LG5,III,80,,30,Low
iB_14614,TC013985,LG5,III,60,,10,Low
iB_14615,TC014013,LG5,III,60,,0,Low
iB_14616,TC014044,LG5,III,40,,0,Low
iB_14617,TC014053,LG5,III,80,,10,Low
iB_14618,TC014063,LG5,III,70,,30,Low
iB_14619,TC014068,LG5,III,50,,30,Low
iB_14620,TC014077,LG5,III,80,,0,Low
iB_14621,TC014080,LG5,III,70,,20,Low
iB_14622,TC014108,LG5,III,70,,0,Low
iB_14623,TC014112,LG5,III,70,,0,Low
iB_14624,TC014138,LG5,III,80,,10,Low
iB_14625,TC014176,LGX,III,90,,50,High
iB_14626,TC014180,LGX,III,70,,10,Low
iB_14627,TC014188,LGX,III,50,,10,Low
iB_14628,TC014198,LGX,III,90,,10,High
iB_14629,TC014216,LGX,III,70,,20,Low
iB_14630,TC014240,LGX,III,90,,0,High
iB_14631,TC014242,LGX,III,70,,0,Low
iB_14632,TC014285,LG5,III,70,,0,Low
iB_14633,TC014307,LG5,III,60,,30,Low
iB_14634,TC014315,LG5,III,60,,30,Low
iB_14635,TC014316,LG5,III,50,,30,Low
iB_14636,TC014342,LG5,III,70,,30,Low
iB_14637,TC014358,LG5,III,60,,50,Low
iB_14638,TC014367,LG5,III,70,,0,Low
iB_14639,TC014390,LG5,III,50,,0,Low
iB_14640,TC014411,LG5,III,70,,0,Low
iB_14641,TC014448,LG5,III,60,,30,Low
iB_14642,TC014457,LG5,III,70,,20,Low
iB_14643,TC014481,LG5,III,50,,10,Low
iB_14644,TC014495,LG5,III,70,,40,Low
iB_14645,TC014521,LG7,III,40,,20,Low
iB_14646,TC014529,LG7,III,30,,0,Low
iB_14647,TC014530,LG7,III,70,,10,Low
iB_14648,TC014531,LG7,III,40,,0,Low
iB_14649,TC014532,LG7,III,60,,30,Low
iB_14650,TC014534,LG7,III,70,,40,Low
iB_14651,TC014535,LG7,III,60,,20,Low
iB_14652,TC014567,LG5,III,50,,50,Low
iB_14653,TC014576,LG5,III,60,,0,Low
iB_14654,TC014585,LG5,III,30,,0,Low
iB_14655,TC014597,LG5,III,50,,20,Low
iB_14656,TC014608,LG5,III,60,,10,Low
iB_14657,TC014619,LG5,III,60,,40,Low
iB_14658,TC014644,LG5,III,50,,10,Low
iB_14659,TC014665,LG5,III,50,,20,Low
iB_14660,TC014688,LG5,III,60,,0,Low
iB_14661,TC014709,LG5,III,20,,0,Low
iB_14662,TC014761,LG5,III,40,,20,Low
iB_14663,TC014764,LG5,III,30,,30,Low
iB_14664,TC014768,LG5,III,20,,30,Low
iB_14665,TC014792,LG5,III,40,,30,Low
iB_14666,TC014799,LG5,III,30,,20,Low
iB_14667,TC014810,LG5,III,50,,30,Low
iB_14668,TC014832,LG6,III,40,,40,Low
iB_14669,TC014834,LG6,III,40,,10,Low
iB_14670,TC014854,LG6,III,40,,0,Low
iB_14671,TC014855,LG6,III,20,,40,Low
iB_14672,TC014858,LG6,III,20,,20,Low
iB_14673,TC014871,LG6,III,50,,20,Low
iB_14674,TC014881,LG6,III,70,,0,Low
iB_14675,TC014898,LG6,III,60,,30,Low
iB_14676,TC014916,LG6,III,60,,30,Low
iB_14677,TC014928,LG6,III,50,,0,Low
iB_14678,TC014941,LG6,III,60,,0,Low
iB_14679,TC014959,LG6,III,70,,40,Low
iB_14680,TC014964,LG6,III,50,,30,Low
iB_14681,TC014965,LG6,III,50,,0,Low
iB_14682,TC014970,LG6,III,70,,30,Low
iB_14683,TC014976,LG6,III,20,,30,Low
iB_14684,TC014977,LG6,III,40,,10,Low
iB_14685,TC015005,LG6,III,30,,10,Low
iB_14686,TC015007,LG6,III,30,,40,Low
iB_14687,TC015008,LG6,III,40,,30,Low
iB_14688,TC015011,LG6,III,20,,20,Low
iB_14689,TC015027,LG6,III,10,,20,Low
iB_14690,TC015039,LG6,III,30,,40,Low
iB_14691,TC015047,LG6,III,50,,30,Low
iB_14692,TC015056,LG6,III,40,,0,Low
iB_14693,TC015067,LG6,III,40,,20,Low
iB_14694,TC015115,LG6,III,50,,40,Low
iB_14695,TC015123,LG6,III,30,,10,Low
iB_14696,TC015137,LG6,III,60,,10,Low
iB_14697,TC015147,LG6,III,40,,20,Low
iB_14698,TC015169,LG6,III,30,,20,Low
iB_14699,TC015190,LG6,III,50,,20,Low
iB_14700,TC015206,LG6,III,80,,10,Low
iB_14701,TC015212,LG6,III,30,,0,Low
iB_14702,TC015242,LG8,III,0,,10,Low
iB_14703,TC015262,LG8,III,30,,10,Low
iB_14704,TC015267,LG8,III,10,,40,Low
iB_14705,TC015281,LG6,III,10,,30,Low
iB_14706,TC015352,LG6,III,30,,40,Low
iB_14707,TC015372,LG6,III,30,,20,Low
iB_14708,TC015401,LG6,III,10,,10,Low
iB_14709,TC015415,LG6,III,20,,40,Low
iB_14710,TC015451,LG8,III,10,,10,Low
iB_14711,TC015483,LG8,III,20,,10,Low
iB_14712,TC015486,LG8,III,50,,20,Low
iB_14713,TC015504,LG6,III,20,,50,Low
iB_14714,TC015549,LG6,III,30,,50,Low
iB_14715,TC015555,LG6,III,20,,40,Low
iB_14716,TC015556,LG6,III,90,,60,High
iB_14717,TC015558,LG6,III,50,,70,Low
iB_14718,TC015586,LG6,III,30,,0,Low
iB_14719,TC015592,LG6,III,40,,10,Low
iB_14720,TC015624,LG6,III,10,,30,Low
iB_14721,TC015625,LG6,III,40,,40,Low
iB_14722,TC015638,LG6,III,40,,20,Low
iB_14723,TC015664,LG6,III,30,,30,Low
iB_14724,TC015679,LG6,III,40,,20,Low
iB_14725,TC015682,LG6,III,20,,10,Low
iB_14726,TC015733,LG6,III,50,,0,Low
iB_14727,TC015736,LG6,III,40,,50,Low
iB_14728,TC015737,LG6,III,40,,40,Low
iB_14729,TC015738,LG6,III,20,,20,Low
iB_14730,TC015786,LG6,III,90,,20,High
iB_14731,TC015787,LG6,III,30,,10,Low
iB_14732,TC015813,LG6,III,20,,20,Low
iB_14733,TC015828,LG6,III,50,,0,Low
iB_14734,TC015845,LG6,III,20,,10,Low
iB_14735,TC015860,LG6,III,40,,10,Low
iB_14736,TC015861,LG6,III,40,,30,Low
iB_14737,TC015862,LG6,III,40,,10,Low
iB_14738,TC015881,LG9,III,40,,10,Low
iB_14739,TC015894,LG7,III,40,,50,Low
iB_14740,TC015902,LG7,III,30,,10,Low
iB_14741,TC015906,LG7,III,30,,10,Low
iB_14742,TC015941,LG7,III,30,,10,Low
iB_14743,TC015950,LG7,III,30,,60,Low
iB_14747,TC015988,LG8,III,30,,10,Low
iB_14749,TC016056,LGX,III,30,,20,Low
iB_14755,TC016147,LG2,III,10,,50,Low
iB_14756,TC016156,LG2,III,50,,-1,Low
iB_14757,TC016162,LG2,III,70,,-1,Low
iB_14760,TC016229,LG10,III,40,,-1,Low
iB_14761,TC016262,LG9,III,20,,-1,Low
iB_14763,TC016336,LG7,III,30,,10,Low
iB_14764,TC016354,LG7,III,0,,10,Low
iB_14765,TC016369,LG7,III,20,,-1,Low
iB_14766,TC016371,LG7,III,30,,-1,Low
iB_14768,TC016395,LG3,III,10,,-1,Low
iB_14773,TC030085,LG5,III,50,,-1,Low
iB_14774,TC030131,LG6,III,40,,-1,Low
iB_14775,TC030175,LG8,III,40,,-1,Low
iB_14776,TC030270,LG3,III,10,,-1,Low
iB_14777,TC030369,LG10,III,20,,-1,Low
iB_14778,TC030371,LG3,III,20,,20,Low
iB_14779,TC030373,LG3,III,40,,20,Low
iB_14780,TC030375,LG3,III,40,,-1,Low
iB_14781,TC030378,LG3,III,50,,-1,Low
iB_14782,TC030379,LG3,III,30,,-1,Low
iB_14783,TC030380,LG3,III,10,,-1,Low
iB_14784,TC030382,LG3,III,40,,-1,Low
iB_14785,TC030383,LG3,III,20,,-1,Low
iB_14786,TC030387,LG3,III,20,,30,Low
iB_14787,TC030393,LG3,III,50,,-1,Low
iB_14788,TC030394,LG3,III,50,,-1,Low
iB_14791,TC030400,LG2,III,30,,-1,Low
iB_14792,TC030404,LG4,III,20,,-1,Low
iB_14793,TC030405,LG4,III,30,,30,Low
iB_14794,TC030416,LG8,III,50,,40,Low
iB_14795,TC030421,LG10,III,50,,-1,Low
iB_14796,TC030435,LG5,III,50,,-1,Low
iB_14797,TC030436,LG5,III,50,,-1,Low
iB_14798,TC030438,LG5,III,40,,-1,Low
iB_14799,TC030439,LG5,III,20,,-1,Low
iB_14800,TC030440,LG5,III,60,,-1,Low
iB_14801,TC030441,LG5,III,30,,30,Low
iB_14802,TC030442,LG9,III,30,,20,Low
iB_14803,TC030446,LG2,III,40,,-1,Low
iB_14804,TC030482,LG2,III,50,,-1,Low
iB_14805,TC030550,LG7,III,40,,-1,Low
iB_14806,TC030554,LG9,III,60,,-1,Low
iB_14807,TC030555,LG3,III,70,,-1,Low
iB_14808,TC030583,LG7,III,60,,20,Low
iB_14809,TC030670,LG4,III,50,,10,Low
iB_14810,TC030687,LG8,III,50,,-1,Low
iB_14811,TC030688,LG6,III,60,,-1,Low
iB_14812,TC030690,LG9,III,80,,-1,Low
iB_14813,TC030700,LG7,III,60,,-1,Low
iB_14814,TC030761,LG7,III,50,,-1,Low
iB_14815,TC030887,LGX,III,10,,-1,Low
iB_14816,TC030901,LG6,III,50,,30,Low
iB_14824,TC030993,LG2,III,20,,10,Low
iB_14825,TC031002,LG2,III,70,,30,Low
iB_14828,TC031026,LG3,III,70,,-1,Low
iB_14829,TC031035,LG3,III,50,,-1,Low
iB_14830,TC031044,LG3,III,20,,-1,Low
iB_14831,TC031049,LG9,III,30,,30,Low
iB_14832,TC031051,LG3,III,60,,20,Low
iB_14833,TC031072,LG3,III,40,,-1,Low
iB_14839,TC031097,LG4,III,60,,30,Low
iB_14840,TC031104,LG4,III,20,,20,Low
iB_14841,TC031106,LG4,III,30,,-1,Low
iB_14842,TC031110,LG4,III,50,,-1,Low
iB_14843,TC031116,LG4,III,20,,-1,Low
iB_14846,TC031130,LG5,III,40,,10,Low
iB_14847,TC031136,LG5,III,90,,10,High
iB_14848,TC031137,LG5,III,20,,10,Low
iB_14849,TC031152,LG5,III,40,,10,Low
iB_14850,TC031153,LG5,III,40,,60,Low
iB_14851,TC031156,LG5,III,50,,60,Low
iB_14852,TC031160,LG5,III,80,,40,Low
iB_14854,TC031168,LG5,III,70,,10,Low
iB_14855,TC031179,LG7,III,50,,10,Low
iB_14856,TC031181,LG7,III,50,,20,Low
iB_14857,TC031182,LG7,III,20,,20,Low
iB_14858,TC031187,LG7,III,50,,30,Low
iB_14859,TC031188,LG7,III,60,,60,Low
iB_14860,TC031195,LG7,III,60,,40,Low
iB_14861,TC031201,LG7,III,40,,30,Low
iB_14862,TC031211,LG7,III,60,,0,Low
iB_14863,TC031228,LG9,III,30,,40,Low
iB_14864,TC031249,LG9,III,50,,40,Low
iB_14865,TC031251,LG9,III,40,,50,Low
iB_14867,TC031265,LG8,III,20,,20,Low
iB_14868,TC031268,LG8,III,50,,20,Low
iB_14869,TC031271,LG8,III,40,,30,Low
iB_14870,TC031272,LG8,III,40,,30,Low
iB_14871,TC031274,LG8,III,30,,50,Low
iB_14872,TC031275,LG8,III,30,,10,Low
iB_14873,TC031291,LG8,III,60,,20,Low
iB_14877,TC031305,LG10,III,40,,30,Low
iB_14878,TC031308,LG10,III,60,,20,Low
iB_14879,TC031313,LG10,III,60,,30,Low
iB_14881,TC031327,LG10,III,40,,40,Low
iB_14882,TC031330,LG10,III,40,,30,Low
iB_14883,TC031333,LG10,III,60,,20,Low
iB_14884,TC031336,LG10,III,60,,20,Low
iB_14885,TC031352,LG10,III,60,,20,Low
iB_14886,TC031363,LG3,III,60,,50,Low
iB_14887,TC031370,LG10,III,60,,0,Low
iB_14888,TC031372,LG10,III,70,,30,Low
iB_14889,TC031379,LG10,III,70,,40,Low
iB_14890,TC031412,LG10,III,0,,30,Low
iB_14891,TC031419,LG10,III,30,,30,Low
iB_14892,TC031423,LG10,III,60,,30,Low
iB_14893,TC031428,LG10,III,30,,50,Low
iB_14894,TC031435,LG10,III,40,,30,Low
iB_14895,TC031442,LG10,III,50,,30,Low
iB_14896,TC031450,LG10,III,60,,20,Low
iB_14897,TC031451,LG10,III,30,,60,Low
iB_14898,TC031453,LG10,III,40,,30,Low
iB_14899,TC031458,LG10,III,40,,10,Low
iB_14900,TC031477,LGX,III,60,,20,Low
iB_14901,TC031480,LGX,III,60,,30,Low
iB_14902,TC031488,LGX,III,80,,60,Low
iB_14903,TC031491,LGX,III,30,,10,Low
iB_14904,TC031504,LGX,III,60,,50,Low
iB_14905,TC031521,LGX,III,30,,40,Low
iB_14906,TC031530,LGX,III,70,,30,Low
iB_14907,TC031531,LGX,III,50,,20,Low
iB_14908,TC031540,LGX,III,60,,30,Low
iB_14909,TC031548,LGX,III,60,,40,Low
iB_14910,TC031552,LGX,III,80,,30,Low
iB_14911,TC031553,LGX,III,30,,0,Low
iB_14912,TC031563,LGX,III,30,,30,Low
iB_14913,TC031576,LGX,III,60,,20,Low
iB_14914,TC031580,LGX,III,30,,0,Low
iB_14915,TC031582,LGX,III,20,,30,Low
iB_14916,TC031584,LGX,III,20,,40,Low
iB_14922,TC031630,LG10,III,60,,30,Low
iB_14923,TC031639,LG10,III,20,,20,Low
iB_14924,TC031643,LG10,III,20,,0,Low
iB_14925,TC031645,LG10,III,30,,0,Low
iB_14930,TC031706,LG3,III,20,,20,Low
iB_14944,TC031770,LGX,III,20,,-1,Low
iB_14968,TC031994,LG2,III,10,,40,Low
iB_14969,TC031998,LG2,III,20,,30,Low
iB_14970,TC032005,LG2,III,70,,30,Low
iB_14971,TC032043,LG2,III,30,,-1,Low
iB_14972,TC032044,LG2,III,20,,-1,Low
iB_14973,TC032047,LG2,III,30,,-1,Low
iB_14974,TC032055,LG2,III,20,,-1,Low
iB_14975,TC032083,LG2,III,10,,40,Low
iB_14976,TC032101,LG2,III,40,,60,Low
iB_14977,TC032119,LG2,III,20,,20,Low
iB_14978,TC032122,LG2,III,20,,30,Low
iB_14979,TC032135,LG2,III,20,,-1,Low
iB_14980,TC032137,LG2,III,30,,-1,Low
iB_14981,TC032138,LG2,III,30,,-1,Low
iB_14982,TC032149,LG2,III,30,,-1,Low
iB_14983,TC032151,LG2,III,40,,50,Low
iB_14984,TC032175,LG2,III,0,,40,Low
iB_14985,TC032180,LG2,III,20,,30,Low
iB_14986,TC032182,LG2,III,30,,30,Low
iB_14987,TC032185,LG2,III,10,,-1,Low
iB_14988,TC032211,LG2,III,20,,-1,Low
iB_14989,TC032217,LG2,III,10,,-1,Low
iB_14990,TC032229,LG2,III,20,,50,Low
iB_14991,TC032230,LG2,III,40,,40,Low
iB_14992,TC032231,LG2,III,30,,30,Low
iB_14993,TC032239,LG2,III,40,,20,Low
iB_14994,TC032240,LG2,III,0,,-1,Low
iB_14995,TC032246,LG2,III,30,,-1,Low
iB_14996,TC032247,LG2,III,30,,-1,Low
iB_14997,TC032255,LG2,III,30,,-1,Low
iB_14998,TC032268,LG2,III,20,,30,Low
iB_14999,TC032270,LG2,III,50,,50,Low
iB_15001,TC032299,LG3,III,20,,40,Low
iB_15002,TC032300,LG3,III,10,,-1,Low
iB_15003,TC032301,LG3,III,30,,-1,Low
iB_15004,TC032311,LG3,III,50,,-1,Low
iB_15005,TC032312,LG3,III,30,,-1,Low
iB_15006,TC032317,LG3,III,20,,30,Low
iB_15007,TC032325,LG3,III,20,,60,Low
iB_15008,TC032345,LG3,III,40,,10,Low
iB_15009,TC032351,LG3,III,20,,30,Low
iB_15010,TC032358,LG3,III,40,,-1,Low
iB_15011,TC032363,LG3,III,10,,-1,Low
iB_15012,TC032366,LG3,III,60,,-1,Low
iB_15013,TC032370,LG3,III,70,,-1,Low
iB_15014,TC032376,LG3,III,10,,50,Low
iB_15015,TC032395,LG3,III,70,,20,Low
iB_15016,TC032406,LG3,III,40,,40,Low
iB_15017,TC032411,LG3,III,60,,-1,Low
iB_15018,TC032413,LG3,III,20,,-1,Low
iB_15019,TC032425,LG3,III,60,,-1,Low
iB_15020,TC032428,LG3,III,30,,-1,Low
iB_15021,TC032436,LG3,III,50,,60,Low
iB_15022,TC032442,LG3,III,20,,10,Low
iB_15023,TC032455,LG3,III,50,,20,Low
iB_15024,TC032456,LG3,III,30,,20,Low
iB_15025,TC032465,LG3,III,50,,-1,Low
iB_15026,TC032469,LG3,III,50,,-1,Low
iB_15027,TC032476,LG3,III,40,,-1,Low
iB_15028,TC032480,LG3,III,30,,50,Low
iB_15029,TC032489,LG3,III,50,,50,Low
iB_15030,TC032507,LG3,III,50,,30,Low
iB_15031,TC032510,LG3,III,60,,10,Low
iB_15032,TC032512,LG3,III,30,,-1,Low
iB_15033,TC032523,LG3,III,30,,-1,Low
